TrainingDataset,HumanOrthologGeneID,MouseGeneID,Symbol,Synonyms,Description,EnsemblGeneID,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,MCARTA2.0_score,MCARTA2_FDR,MCARTA2_LIST,MCARTA2_EVIDENCE,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_PrimarySubcellularLocalization_2015
Tpossible_mito,125988,224904,2410015M20Rik,QIL1|Q8R404,RIKEN cDNA 2410015M20 gene,ENSMUSG00000049760,119,,NA,42,0.72,NoMitoHomolog,NoHomolog,75-100pure,18.3878,0.003,1,"induction, coexpression++, MS/MS++",chr17,56607451,56609771,14,14,528,1.68E+10,93,all 14,9.1,8.7,8.8,8.7,9.7,9,8.9,8.5,9,9,9,8.8,9.1,9.3,"Mitochondria (APE, Uncertain)"
Tmito,2631,14467,Gbas,AV006093|Nipsnap2|Q7TMG8,glioblastoma amplified sequence,ENSMUSG00000029432,281,1,NonMitoDomain,19,1.52,NoMitoHomolog,NoHomolog,75-100pure,18.3837,0.003,1,"literature, APEX_matrix, targetP signal+, induction, coexpression, MS/MS++",chr5,129725074,129758325,14,21,763,6.68E+10,76,all 14,10,9.8,10,9.5,8.9,9.1,10.3,9.3,9.3,9,9.2,9.5,9.6,9.6,"Mitochondria (APE, Supportive)"
Tmito,57129,74600,Mrpl47,4833424P18Rik|CGI-204|ENSMUSG00000051761|Gm9859|L47mt|MRP-L47|MTF/L47|NCM1|Q8K2Y7,mitochondrial ribosomal protein L47,ENSMUSG00000037531,252,3,SharedDomain,9,3.04,OrthologMitoHighConf,NoHomolog,50-75crude,18.3763,0.003,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression",chr3,32727496,32736755,14,20,146,2.37E+09,58,all 14,8.5,8.2,8.1,8,8.1,7.9,7.4,7.1,8.3,7.5,8.9,7.6,8.6,7.8,"Mitochondria (APE, Supportive)"
Tmito,51250,67851,1700021F05Rik,Q9CQF4,RIKEN cDNA 1700021F05 gene,ENSMUSG00000019797,240,4,NA,41,2.5,NoMitoHomolog,NoHomolog,25-50pure,18.3761,0.003,1,"GFP, targetP signal, induction, coexpression++, MS/MS+",chr10,43525120,43540994,14,18,234,3.13E+09,48,all 14,8.6,8.3,8.7,8.3,8.6,7.7,8.4,7.7,8.2,8,8.6,7.9,8.3,8.2,
Tmito,55471,73694,Ndufaf7,2410091C18Rik|AL033374|PRO1853|Q9CWG8,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex assembly factor 7,ENSMUSG00000024082,436,2,MitoDomain,9,,NoMitoHomolog,Ortholog,25-50ambig,18.3587,0.003,1,"APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain+, coexpression, MS/MS",chr17,78937134,78948052,9,14,40,6.39E+08,39,"cerebrum, brainstem, spinalcord, kidney, adipose, largeintestine, stomach, placenta, testis",7.3,,7.7,7.8,7.9,,,,7.9,,7.9,7.6,8.2,7.9,
Tmito,28976,229211,Acad9,2600017P15Rik|4732402K02|C630012L17Rik|NPD002|Q8JZN5,"acyl-Coenzyme A dehydrogenase family, member 9",ENSMUSG00000027710,625,1,MitoDomain,2,,NoMitoHomolog,NoHomolog,75-100pure,18.3535,0.003,1,"literature, APEX_matrix, targetP signal+, mito protein domain+, MS/MS++",chr3,36065999,36092857,14,55,988,5.04E+10,76,all 14,9.4,9,9.4,9.5,9.7,9.1,9.3,9.6,9.9,9.6,9.6,9.8,9.6,9.5,"Mitochondria (APE, Supportive)"
Tmito,162417,217214,Nags,1700120E20Rik|argA|Q8R4H7,N-acetylglutamate synthase,ENSMUSG00000048217,527,2,MitoDomain,4,,OrthologMitoHighConf,NoHomolog,0-25pure,18.3513,0.003,1,"literature, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS",chr11,102145512,102149528,1,8,12,1.73E+08,20,liver,,,,,,8.2,,,,,,,,,
Tmito,197257,52815,Ldhd,4733401P21Rik|D8Bwg1320e|Q7TNG8,lactate dehydrogenase D,ENSMUSG00000031958,484,1,SharedDomain,4,,OrthologMitoLowConf,NoHomolog,50-75pure,18.3234,0.003,1,"literature, targetP signal+, yeast mito homolog+, mito protein domain, MS/MS++",chr8,111626270,111630322,7,24,391,3.56E+10,56,"kidney, liver, heart, adipose, stomach, placenta, testis",,,,,10.5,9.6,7.2,,8.9,,,8.5,8.7,8.6,
Tmito,1757,192166,Sardh,Q99LB7,sarcosine dehydrogenase,ENSMUSG00000009614,919,1,SharedDomain,7,,HomologMitoLowConf,NoHomolog,75-100pure,18.2756,0.003,1,"literature, targetP signal+, yeast mito homolog, mito protein domain, coexpression, MS/MS++",chr2,27188392,27247303,12,67,1951,2.32E+11,83,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.5,8.8,9,8.3,11,11.1,,,9.2,8.9,8.6,8.9,8.8,9.2,"Mitochondria (APE, Uncertain)"
Tpossible_mito,6697,20751,Spr,AA409688|ENSMUSG00000071345|Gm10328|Q91XH5,sepiapterin reductase,ENSMUSG00000033735,262,4,SharedDomain,15,1.33,NoMitoHomolog,Homolog,50-75pure,18.2528,0.003,1,"targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",chr6,85133679,85137764,11,17,97,2.17E+09,74,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach",8.5,8.4,8.9,8.4,8.3,8,8.3,6.3,6.9,,7.3,7.6,,,"Nucleus but not nucleoli;Cytoplasm (APE, Supportive)"
Tmito,128240,246703,Apoa1bp,AA087124|AI-BP|AIBP|Apoa1ip|ESTM37|Q8K4Z3,apolipoprotein A-I binding protein,ENSMUSG00000028070,282,2,SharedDomain,10,,HomologMitoHighConf,NoHomolog,50-75pure,18.2289,0.003,1,"APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, coexpression, MS/MS++",chr3,88056522,88058495,14,13,320,1.75E+10,54,all 14,9.4,9.2,9.5,9.1,8.9,9.2,8.6,8.3,9,8.7,8.8,8.5,9.2,9.2,"Nucleus but not nucleoli (APE, Supportive)"
Tmito,100287932,53600,Timm23,Tim23|Q9CXU4,translocase of inner mitochondrial membrane 23,ENSMUSG00000013701,209,,MitoDomain,NA,,OrthologMitoHighConf,NoHomolog,50-75pure,18.2099,0.003,1,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS++",chr14,32180165,32201891,14,10,198,4.11E+09,62,all 14,8.5,8.3,8.5,8.2,8.4,8.7,8,7.9,8.6,8.1,8.7,8.2,8.8,8.5,"Mitochondria (APE, Supportive)"
Tmito,4358,17527,Mpv17,Tg.Mpv17|P19258,MpV17 mitochondrial inner membrane protein,ENSMUSG00000090262,176,4,SharedDomain,9,,OrthologMitoLowConf,NoHomolog,75-100pure,18.1383,0.003,1,"literature, targetP signal, yeast mito homolog+, mito protein domain, coexpression, MS/MS++",chr5,31140660,31154242,14,9,194,3.63E+09,81,all 14,8.2,7.9,8.3,7.9,9,8.5,8.1,7.6,8.7,7.8,8.1,8,8.9,7.8,
Tmito,92170,212508,Mtg1,Gm169|Gtpbp7|Q8R2R6,mitochondrial GTPase 1 homolog (S. cerevisiae),ENSMUSG00000039018,326,4,SharedDomain,35,,OrthologMitoHighConf,NoHomolog,25-50ambig,18.1239,0.003,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, coexpression+, MS/MS",chr7,140137563,140150786,2,6,7,4.68E+07,29,"largeintestine, testis",,,,,,,,,,,7.2,,,7.5,
Tmito,3416,15925,Ide,1300012G03Rik|4833415K22Rik|AA675336|AI507533,insulin degrading enzyme,ENSMUSG00000056999,1019,3,MitoDomain,17,,NoMitoHomolog,Homolog,25-50pure,18.0452,0.003,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, coexpression, MS/MS+",chr19,37268740,37330613,12,32,146,1.86E+09,36,"cerebrum, cerebellum, brainstem, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.5,7.8,7.9,,8.9,7.7,,7.2,7.5,7.9,8.5,8,8.1,8.2,"Nucleus but not nucleoli;Cytoplasm (APE, Supportive)"
Tmito,51095,70047,Trnt1,2410043H24Rik|2610044E04Rik|9830143O18Rik|AA408384|C76540|CGI-47|mt-Trat|Q8K1J6,"tRNA nucleotidyl transferase, CCA-adding, 1",ENSMUSG00000013736,434,2,SharedDomain,4,0.96,HomologMitoHighConf,Ortholog,25-50ambig,18.0448,0.003,1,"literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, MS/MS",chr6,106769137,106782474,4,13,27,4.51E+08,35,"spinalcord, adipose, placenta, testis",,,,7.2,,,,,7.5,,,,8.4,8.1,"Mitochondria (APE, Supportive)"
Tmito,64432,64658,Mrps25,2810429N01Rik|Rpms25|Q9D125,mitochondrial ribosomal protein S25,ENSMUSG00000014551,171,4,SharedDomain,10,1.97,NoMitoHomolog,NoHomolog,75-100pure,18.0398,0.003,1,"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS++",chr6,92169522,92184023,14,19,165,2.66E+09,85,all 14,8.5,8.2,8.2,8,7.9,8,7.2,7,8.3,8.1,8.9,7.9,8.6,8.1,"Mitochondria (APE, Supportive)"
Tmito,64928,68463,Mrpl14,1110006I11Rik|AI846816|MRP-L32|Rpml32|Q9D1I6,mitochondrial ribosomal protein L14,ENSMUSG00000023939,145,1,SharedDomain,30,,NoMitoHomolog,Homolog,50-75ambig,18.0348,0.003,1,"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression+, MS/MS",chr17,45686371,45698495,14,11,145,3.86E+09,61,all 14,8.4,8.2,8.4,7.9,8,8.5,7.6,7.4,8.3,8.6,8.9,7.9,8.9,8.6,
Tmito,10884,59054,Mrps30,2610020A16Rik|AA968347|PAP|Pdcd9|Q9D0G0,mitochondrial ribosomal protein S30,ENSMUSG00000021731,442,2,SharedDomain,10,0.64,NoMitoHomolog,NoHomolog,50-75pure,18.0248,0.003,1,"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS++",chr13,118380109,118387252,12,21,151,1.83E+09,52,"cerebrum, cerebellum, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8,7.5,,7.4,8,,7.4,7.7,8.1,8.6,8.3,7.5,8.8,8.1,"Nucleus but not nucleoli (APE, Supportive)"
Tmito,51021,66242,Mrps16,1500011E11Rik|Mprs16|Q9CPX7,mitochondrial ribosomal protein S16,ENSMUSG00000049960,135,5,SharedDomain,NA,,OrthologMitoHighConf,Ortholog,75-100ambig,17.9619,0.003,1,"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS+",chr14,20391230,20393555,14,10,158,3.57E+09,83,all 14,8.4,8.1,8.3,8.1,8.2,8.5,7.3,7.3,8.2,8.6,8.8,8,8.9,8.4,"Cytoplasm;Mitochondria (APE, Supportive)"
Tpossible_mito,153768,77619,Prelid2,1700003A01Rik|C330008K14Rik|Q0VBB0,PRELI domain containing 2,ENSMUSG00000056671,177,,MitoDomain,8,0.91,OrthologMitoLowConf,NoHomolog,25-50ambig,17.8748,0.003,1,"yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS",chr18,41875695,41951194,2,5,8,3.72E+07,38,"largeintestine, stomach",,,,,,,,,,,7.4,7,,,"Nucleus but not nucleoli (APE, Uncertain)"
Tmito,6472,108037,Shmt2,2700043D08Rik|AA408223|AA986903|Q9CZN7,serine hydroxymethyltransferase 2 (mitochondrial),ENSMUSG00000025403,504,1,SharedDomain,8,,NoMitoHomolog,Homolog,50-75pure,17.7984,0.003,1,"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",chr10,127517122,127522444,12,36,407,3.36E+10,75,"cerebrum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.4,,7.9,7.7,10.1,9.7,,7.7,8.9,9.3,8.7,8.4,10.1,8.7,"Mitochondria (APE, Supportive)"
Tmito,6821,211389,Suox,Q8R086,sulfite oxidase,ENSMUSG00000049858,546,2,MitoDomain,6,,NoMitoHomolog,NoHomolog,50-75pure,17.7812,0.003,1,"APEX_IMS, targetP signal, mito protein domain+, coexpression, MS/MS++",chr10,128669886,128673918,12,29,391,1.77E+10,64,"cerebrum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8,,7.5,7.3,9.1,9.7,,8.7,9,9.2,6.4,8.7,9.9,8,
Tmito,60492,66365,Ccdc90b,2310015N07Rik|C86558|Q8C3X2,coiled-coil domain containing 90B,ENSMUSG00000030613,256,2,MitoDomain,2,,OrthologMitoLowConf,NoHomolog,50-75ambig,17.7017,0.003,1,"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain+, MS/MS",chr7,92561148,92582294,14,22,218,3.98E+09,68,all 14,8.3,8.2,8,8.4,8.6,7.5,8.4,7.3,9,8.4,8.9,8.3,8.5,8,"Mitochondria (APE, Supportive)"
Tmito,51115,66302,Rmdn1,Fam82b|RMD-1|Q9DCV4,regulator of microtubule dynamics 1,ENSMUSG00000028229,305,1,SharedDomain,17,2.64,NoMitoHomolog,NoHomolog,50-75ambig,17.6678,0.003,1,"APEX_IMS, targetP signal+, mito protein domain, induction, coexpression, MS/MS",chr4,19575065,19606932,14,20,221,8.08E+09,54,all 14,8.9,8.8,8.8,8.4,8.5,9.2,8.6,8.1,9.1,8.7,8.1,8.8,8.8,8.6,"Centrosome (Staining, Supportive)"
Tmito,54988,272428,Acsm5,C730019D22|C730027J19Rik|Q8BGA8,acyl-CoA synthetase medium-chain family member 5,ENSMUSG00000030972,578,2,SharedDomain,8,,HomologMitoLowConf,Homolog,50-75pure,17.6559,0.003,1,"literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",chr7,119526264,119543360,5,26,156,7.75E+09,60,"kidney, liver, adipose, smallintestine, largeintestine",,,,,9.4,9.7,,,8.2,6.7,7.5,,,,
Tmito,64979,94066,Mrpl36,AI646041|Q99N90,mitochondrial ribosomal protein L36,ENSMUSG00000021607,102,3,SharedDomain,39,0.69,OrthologMitoHighConf,NoHomolog,,17.6519,0.003,1,"literature, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression+",chr13,73331008,73332178,,,,,,,,,,,,,,,,,,,,,
Tmito,373156,76263,Gstk1,0610025I19Rik|AW260476|DsbA-L|Q9DCM2,glutathione S-transferase kappa 1,ENSMUSG00000029864,226,,MitoDomain,39,,NoMitoHomolog,NoHomolog,75-100pure,17.6288,0.003,1,"literature, mito protein domain+, coexpression+, MS/MS++",chr6,42245934,42250441,14,23,637,3.42E+10,93,all 14,8.9,9,9.1,8.7,9.8,10,9.5,8,9.3,9.2,9.2,9.5,8.1,9.2,"Vesicles (APE, Supportive)"
Tmito,154791,66117,1110001J03Rik,Fmc1|Q9CR13,RIKEN cDNA 1110001J03 gene,ENSMUSG00000019689,113,2,NA,48,1.19,NoMitoHomolog,NoHomolog,25-50ambig,17.6287,0.003,1,"literature, APEX_matrix, targetP signal, induction, coexpression++, MS/MS",chr6,38534860,38539449,13,6,77,2.13E+09,49,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",8,7.7,8.3,8.1,8.3,8.1,7.9,,8.1,8.2,8.6,8.5,8.1,7.9,
Tmito,3396,68572,Ict1,1110001A02Rik|1110002E03Rik|MRP-L58|Q8R035,immature colon carcinoma transcript 1,ENSMUSG00000018858,177,1,SharedDomain,22,0.89,NoMitoHomolog,NoHomolog,50-75ambig,17.5857,0.003,1,"APEX_matrix, GFP, targetP signal+, mito protein domain, induction, coexpression, MS/MS",chr11,115403765,115410913,14,13,141,2.76E+09,54,all 14,8.2,8.2,8.4,8.2,8.1,8,7.9,7.3,8.4,8.2,8.9,7.8,8.4,8,"Nucleus but not nucleoli;Mitochondria (APE, Supportive)"
Tmito,1374,12894,Cpt1a,C730027G07|CPTI|Cpt1|P97742,"carnitine palmitoyltransferase 1a, liver",ENSMUSG00000024900,773,,SharedDomain,9,0.75,OrthologMitoLowConf,NoHomolog,50-75pure,17.5574,0.003,1,"literature, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++",chr19,3323300,3385733,14,49,1722,5.76E+10,64,all 14,8.2,8.5,8.8,8.6,10.4,10,7.8,8.6,8.9,9.3,9.9,9.5,9.3,9.5,"Mitochondria (APE, Supportive)"
Tmito,2710,14933,Gyk,D930012N15Rik|GK|Q64516,glycerol kinase,ENSMUSG00000025059,553,,SharedDomain,5,0.91,OrthologMitoLowConf,NoHomolog,50-75pure,17.5574,0.003,1,"literature, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++",chrX,85701936,85776819,9,31,262,1.07E+10,63,"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, adipose, smallintestine, testis",9.1,8.6,9.3,8.8,8.9,,7.6,,6.6,7.5,,,,9.7,
Tmito,204,11637,Ak2,Ak-2|D4Ertd220e|Q9WTP6,adenylate kinase 2,ENSMUSG00000028792,239,,SharedDomain,35,,HomologMitoLowConf,Homolog,75-100pure,17.5035,0.003,1,"literature, APEX_IMS, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++",chr4,128993223,129011529,14,24,1178,7.91E+10,84,all 14,9,8.9,9.1,8.8,9.8,10.2,8.8,8,10.1,10,9.4,9.1,10.1,10.1,
Tmito,91574,72650,2810006K23Rik,Q80VP5,RIKEN cDNA 2810006K23 gene,ENSMUSG00000047635,184,3,SharedDomain,NA,,OrthologMitoHighConf,Ortholog,25-50ambig,17.4812,0.003,1,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",chr5,124328088,124341852,7,8,37,1.70E+08,38,"cerebrum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta",7.5,,7.3,7,,,,,7.6,,7.7,6.8,7.3,,
Tmito,2744,14660,Gls,6330442B14|AI314027|B230365M23Rik|D3Z7P3,glutaminase,ENSMUSG00000026103,674,1,MitoDomain,1,0.43,NoMitoHomolog,NoHomolog,50-75pure,17.4751,0.003,1,"literature, APEX_matrix, targetP signal+, mito protein domain+, MS/MS++",chr1,52163449,52233232,13,42,1022,4.38E+10,66,"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",10.2,9.8,9.8,9.6,9.4,,6.7,8.6,8.7,9.4,9.3,7.9,9.2,8.7,
Tmito,117145,75778,Them4,2700077M13Rik|4921507I02Rik|Q3UUI3,thioesterase superfamily member 4,ENSMUSG00000028145,230,2,SharedDomain,3,1.4,HomologMitoHighConf,NoHomolog,50-75pure,17.4674,0.003,1,"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, induction, MS/MS++",chr3,94310131,94332532,11,14,221,1.02E+10,53,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis",9.3,9.3,9.5,9.1,8.4,8.2,,,6.8,7.3,8,,8,8.9,
Tmito,26164,52856,Mtg2,1810011P19Rik|2900056P18Rik|D2Bwg0647e|Gtpbp5|A2AFK4,mitochondrial ribosome associated GTPase 2,ENSMUSG00000039069,405,2,SharedDomain,23,,OrthologMitoLowConf,Homolog,0-25ambig,17.4478,0.003,1,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression",chr2,180070592,180085902,2,2,4,3.54E+07,7,"largeintestine, placenta",,,,,,,,,,,7.3,,7.2,,
Tmito,23590,56075,Pdss1,2610203G20Rik|2700031G06Rik|TPT|TPT 1|Tprt|mDLP1|mSPS1|Q33DR2,"prenyl (solanesyl) diphosphate synthase, subunit 1",ENSMUSG00000026784,409,2,SharedDomain,20,,OrthologMitoLowConf,Homolog,0-25ambig,17.4478,0.003,1,"APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression",chr2,22895521,22940259,4,4,11,6.07E+07,13,"skeletalmuscle, largeintestine, placenta, testis",,,,,,,,6.4,,,7.7,,6.5,6.1,"Cytoplasm (APE, Uncertain)"
Tmito,64963,67994,Mrps11,0710005I03Rik|C79873|Q3U8Y1,mitochondrial ribosomal protein S11,ENSMUSG00000030611,191,2,SharedDomain,13,0.77,NoMitoHomolog,Homolog,50-75ambig,17.4203,0.003,1,"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS",chr7,78783130,78792988,14,11,124,1.86E+09,64,all 14,8.2,7.8,7.8,7.3,8.4,8.1,7.7,7.7,8,7.8,8.5,7.7,8.6,8.3,"Mitochondria (APE, Supportive)"
Tmito,23417,56690,Mlycd,AI324784|Mcd|Q99J39,malonyl-CoA decarboxylase,ENSMUSG00000074064,492,2,SharedDomain,40,0.35,NoMitoHomolog,NoHomolog,50-75ambig,17.4121,0.003,1,"literature, APEX_matrix, targetP signal, mito protein domain, coexpression++, MS/MS",chr8,119394891,119411088,13,23,115,2.19E+09,53,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta",7.3,6.7,6.9,7.6,8.8,8.4,8.5,7.4,8.6,8.3,6.8,8.3,7.9,,
Tmito,4717,66377,Ndufc1,2310016K22Rik|KFYI|Q9CQY9,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1",ENSMUSG00000037152,76,1,MitoDomain,49,,NoMitoHomolog,NoHomolog,,17.3917,0.003,1,"literature, targetP signal+, mito protein domain+, coexpression++",chr3,51405478,51408955,,,,,,,,,,,,,,,,,,,,,"Mitochondria (APE, Supportive)"
Tmito,285343,382117,Tcaim,D9Ertd402e|Gm1129|TOAG-1|Q66JZ4,"T cell activation inhibitor, mitochondrial",ENSMUSG00000046603,509,1,MitoDomain,41,,NoMitoHomolog,NoHomolog,,17.3917,0.003,1,"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression++",chr9,122805546,122836332,,,,,,,,,,,,,,,,,,,,,
Tmito,2936,14782,Gsr,AI325518|D8Ertd238e|Gr-1|Gr1|P47791,glutathione reductase,ENSMUSG00000031584,500,1,SharedDomain,4,-0.34,HomologMitoLowConf,Homolog,50-75pure,17.3498,0.003,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++",chr8,33653237,33698162,10,22,105,2.40E+09,55,"spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",,,,7.2,8.8,7.8,,8.4,7.9,8.8,7.5,7.7,8.7,8.1,"Cytoplasm (APE, Supportive)"
Tmito,57038,109093,Rars2,1500002I10Rik|PRO1992|Rarsl|Q3U186,"arginyl-tRNA synthetase 2, mitochondrial",ENSMUSG00000028292,578,3,SharedDomain,10,,HomologMitoLowConf,Homolog,50-75pure,17.3135,0.003,1,"literature, APEX_matrix, GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",chr4,34614957,34660167,14,36,277,3.16E+09,67,all 14,7.8,7.7,7.6,7.9,8.7,7,7.1,7.9,8.5,8.4,8.9,8.3,8.2,8.8,"Cytoplasm (Staining, Uncertain)"
Tmito,7419,22335,Vdac3,Q60931,voltage-dependent anion channel 3,ENSMUSG00000008892,284,,MitoDomain,NA,,OrthologMitoLowConf,NoHomolog,75-100pure,17.3128,0.003,1,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",chr8,22577074,22593813,14,25,2048,1.67E+11,80,all 14,10.1,9.7,10.1,10.3,9.8,9.5,10.1,9.6,9.9,10.1,10.2,9.6,10.2,10.6,"Mitochondria (APE, Supportive)"
Tmito,1678,30058,Timm8a1,DXHXS1274E|Ddp1|Fci-12|Tim8a|Timm8a|Q9WVA2,translocase of inner mitochondrial membrane 8A1,ENSMUSG00000045455,97,,MitoDomain,NA,,OrthologMitoLowConf,NoHomolog,75-100pure,17.3128,0.003,1,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",chrX,134537257,134541629,14,8,164,7.72E+09,93,all 14,8.5,8.5,8.9,8.8,8.6,9.1,7.3,7.2,8.8,9,8.8,8.7,8.8,8.8,"Mitochondria (APE, Supportive)"
Tmito,51660,55951,Mpc1,0610006G08Rik|3830411I18Rik|Brp44l|P63030,mitochondrial pyruvate carrier 1,ENSMUSG00000023861,109,,MitoDomain,NA,,OrthologMitoLowConf,NoHomolog,75-100pure,17.3128,0.003,1,"GFP, yeast mito homolog+, mito protein domain+, MS/MS++",chr17,8283812,8297661,14,14,1072,7.68E+10,95,all 14,9.8,9.5,9.9,9.6,10.3,10,9.5,9,9.9,9.6,9.6,9.7,9.2,8.5,"Mitochondria (APE, Supportive)"
Tmito,79751,68267,Slc25a22,1300006L01Rik|AI060884|Gc1|Q9D6M3,"solute carrier family 25 (mitochondrial carrier, glutamate), member 22",ENSMUSG00000019082,323,,MitoDomain,2,,OrthologMitoLowConf,NoHomolog,75-100pure,17.3128,0.003,1,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",chr7,141429748,141437874,13,20,711,4.40E+10,80,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",10.1,9.9,9.9,9.6,8.1,9.5,6.5,,9.4,9.3,8.7,8.2,9.1,8.7,"Mitochondria (APE, Supportive)"
Tmito,83733,71803,Slc25a18,1500015I14Rik|AW125787|Q9DB41,"solute carrier family 25 (mitochondrial carrier), member 18",ENSMUSG00000004902,320,,MitoDomain,2,,OrthologMitoLowConf,NoHomolog,75-100pure,17.3128,0.003,1,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",chr6,120773767,120793982,12,23,496,2.56E+10,80,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",9.8,9.6,9.9,9.4,7.7,8.9,,,8.9,8.9,8.2,7.8,8.6,9.1,
Tmito,29957,229731,Slc25a24,2610016M12Rik|Q8BMD8,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24",ENSMUSG00000040322,475,,MitoDomain,2,,OrthologMitoLowConf,NoHomolog,75-100pure,17.3128,0.003,1,"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, MS/MS++",chr3,109123148,109168409,6,41,481,2.66E+10,80,"adipose, smallintestine, largeintestine, stomach, placenta, testis",,,,,,,,,8.7,10.2,9.8,8.5,9.6,7.9,"Mitochondria (APE, Supportive)"
